ANO_EXERCICIO;COD_REFERENCIA;COD_ESFE;COD_ORUN_O;PRD_TBO0ORUN_1_TIT_CLASSIFICADOR;COD_ORUN_U;PRD_TBO0ORUN_TIT_CLASSIFICADOR;COD_FUNC;PRD_TBO0FUNC_TIT_CLASSIFICADOR;COD_SBFU;PRD_TBO0SBFU_TIT_CLASSIFICADOR;COD_PROG;PRD_TBO0PROG_TIT_CLASSIFICADOR;COD_ACAO;NOM_ACAO;COD_LOCG;NOM_LOCG;COD_BEMS;DES_BEM_SERVICO;COD_UNIDADE_MED;TIT_UNIDADE_MED
2008;832644;10;26000O;Ministério da Educação;26284U;Fundação Faculdade Federal de Ciências Médicas de Porto Alegre;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090043;No Estado do Rio Grande do Sul;0014;Aluno matriculado;1;unidade
2008;848850;10;26000O;Ministério da Educação;26284U;Fundação Faculdade Federal de Ciências Médicas de Porto Alegre;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060043;No Estado do Rio Grande do Sul;0014;Aluno matriculado;1;unidade
2008;832250;10;26000O;Ministério da Educação;26284U;Fundação Faculdade Federal de Ciências Médicas de Porto Alegre;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100043;No Estado do Rio Grande do Sul;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;830344;10;26000O;Ministério da Educação;26284U;Fundação Faculdade Federal de Ciências Médicas de Porto Alegre;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050043;No Estado do Rio Grande do Sul;0000;-;205;-
2008;848767;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;122;Administração Geral;1073;Brasil Universitário;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;830804;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720031;No Estado de Minas Gerais;1671;Servidor capacitado;2;unidade
2008;832499;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120031;No Estado de Minas Gerais;0700;Servidor beneficiado;4;unidade
2008;832375;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110031;No Estado de Minas Gerais;0700;Servidor beneficiado;4;unidade
2008;891558;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;364;Ensino Superior;1073;Brasil Universitário;10G00000;Expansão do Ensino Superior - Campus de Paraopeba;10G00101;No Município de Paraopeba - MG;8038;Vaga disponibilizada;78;unidade
2008;891478;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;364;Ensino Superior;1073;Brasil Universitário;10GZ0000;Expansão do Ensino Superior - Campus de Divinópolis;10GZ0101;No Município de Divinópolis - MG;8038;Vaga disponibilizada;78;unidade
2008;831545;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40020000;Assistência ao Educando do Ensino de Graduação;40020031;No Estado de Minas Gerais;2417;Aluno assistido ;1;unidade
2008;831654;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40040000;Serviços à Comunidade por meio da Extensão Universitária;40040031;No Estado de Minas Gerais;0265;Pessoa beneficiada;1;unidade
2008;848712;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40080000;Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino;40080031;No Estado de Minas Gerais;AAGC;Volume disponibilizado;1;unidade
2008;832645;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;848851;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060031;No Estado de Minas Gerais;0014;Aluno matriculado;1;unidade
2008;832251;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100031;No Estado de Minas Gerais;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;871355;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;12;Educação;571;Desenvolvimento Científico;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;86670000;Pesquisa Universitária e Difusão de seus Resultados;86670031;No Estado de Minas Gerais;1366;Pesquisa publicada ;2;unidade
2008;881756;10;26000O;Ministério da Educação;26285U;Fundação Universidade Federal de São João Del Rei;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050031;No Estado de Minas Gerais;0000;-;205;-
2008;848768;10;26000O;Ministério da Educação;26286U;Fundação Universidade Federal do Amapá;12;Educação;122;Administração Geral;1073;Brasil Universitário;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;830805;10;26000O;Ministério da Educação;26286U;Fundação Universidade Federal do Amapá;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720016;No Estado do Amapá;1671;Servidor capacitado;2;unidade
2008;850136;10;26000O;Ministério da Educação;26286U;Fundação Universidade Federal do Amapá;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120016;No Estado do Amapá;0700;Servidor beneficiado;4;unidade
2008;852023;10;26000O;Ministério da Educação;26286U;Fundação Universidade Federal do Amapá;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110016;No Estado do Amapá;0700;Servidor beneficiado;4;unidade
2008;831655;10;26000O;Ministério da Educação;26286U;Fundação Universidade Federal do Amapá;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40040000;Serviços à Comunidade por meio da Extensão Universitária;40040016;No Estado do Amapá;0265;Pessoa beneficiada;1;unidade
2008;848713;10;26000O;Ministério da Educação;26286U;Fundação Universidade Federal do Amapá;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40080000;Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino;40080016;No Estado do Amapá;AAGC;Volume disponibilizado;1;unidade
2008;832646;10;26000O;Ministério da Educação;26286U;Fundação Universidade Federal do Amapá;12;Educação;364;Ensino Superior;1073;Brasil Universitário;40090000;Funcionamento de Cursos de Graduação;40090016;No Estado do Amapá;0014;Aluno matriculado;1;unidade
2008;848852;10;26000O;Ministério da Educação;26286U;Fundação Universidade Federal do Amapá;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060016;No Estado do Amapá;0014;Aluno matriculado;1;unidade
2008;850135;10;26000O;Ministério da Educação;26286U;Fundação Universidade Federal do Amapá;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100016;No Estado do Amapá;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;891306;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;121;Planejamento e Orçamento;1067;Gestão da Política de Educação;11T40000;Implantação do Sistema de Monitoramento e Avaliação da Efetividade das Políticas Educacionais - HDTAL;11T40001;Nacional;AAFI;Sistema Implantado;160;% de execução física
2008;891590;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;122;Administração Geral;1449;Estatísticas e Avaliações Educacionais;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;891585;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;122;Administração Geral;1449;Estatísticas e Avaliações Educacionais;20000000;Administração da Unidade;20000053;No Distrito Federal;0000;-;205;-
2008;891759;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;126;Tecnologia da Informação;1449;Estatísticas e Avaliações Educacionais;40140000;Estatísticas Educacionais;40140001;Nacional;1139;Censo realizado ;73;unidade
2008;891761;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;126;Tecnologia da Informação;1449;Estatísticas e Avaliações Educacionais;40220000;Avaliação da Educação Básica ;40220001;Nacional;0941;Avaliação realizada;2;unidade
2008;891583;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;128;Formação de Recursos Humanos;1449;Estatísticas e Avaliações Educacionais;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720053;No Distrito Federal;1671;Servidor capacitado;2;unidade
2008;891762;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;212;Cooperação Internacional;1449;Estatísticas e Avaliações Educacionais;62910000;Avaliações Internacionais de Alunos;62910001;Nacional;0941;Avaliação realizada;2;unidade
2008;891589;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;306;Alimentação e Nutrição;1449;Estatísticas e Avaliações Educacionais;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120053;No Distrito Federal;0700;Servidor beneficiado;4;unidade
2008;891588;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;331;Proteção e Benefícios ao Trabalhador;1449;Estatísticas e Avaliações Educacionais;20110000;Auxílio-Transporte aos Servidores e Empregados;20110053;No Distrito Federal;0700;Servidor beneficiado;4;unidade
2008;891760;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;362;Ensino Médio;1449;Estatísticas e Avaliações Educacionais;40170000;Exames Nacionais de Habilidades e Competências;40170001;Nacional;ABGJ;Pessoa avaliada;1;unidade
2008;891763;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;364;Ensino Superior;1449;Estatísticas e Avaliações Educacionais;65030000;Censo da Educação Superior;65030001;Nacional;1139;Censo realizado ;73;unidade
2008;891764;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;364;Ensino Superior;1449;Estatísticas e Avaliações Educacionais;82570000;Avaliação da Educação Superior;82570001;Nacional;0941;Avaliação realizada;2;unidade
2008;891587;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;365;Educação Infantil;1449;Estatísticas e Avaliações Educacionais;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100053;No Distrito Federal;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;891758;10;26000O;Ministério da Educação;26290U;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira;12;Educação;573;Difusão do Conhecimento Científico e Tecnológico;1449;Estatísticas e Avaliações Educacionais;40000000;Estudos e Pesquisas Educacionais;40000001;Nacional;1371;Informação disponibilizada;2;unidade
2008;848216;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;122;Administração Geral;0750;Apoio Administrativo;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;830661;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;122;Administração Geral;0750;Apoio Administrativo;20000000;Administração da Unidade;20000053;No Distrito Federal;0000;-;205;-
2008;848796;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;122;Administração Geral;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;11L30000;Construção do Edifício-Sede da CAPES;11L30101;Em Brasília - DF;9511;Edifício construído com 12.000 m²;218;% de execução física
2008;830685;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720053;No Distrito Federal;1671;Servidor capacitado;2;unidade
2008;871357;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;212;Cooperação Internacional;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;09670000;Concessão de Bolsas para Cooperação Internacional e Desenvolvimento Científico e Inovação;09670001;Nacional;0051;Bolsa concedida;1;unidade
2008;830665;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120053;No Distrito Federal;0700;Servidor beneficiado;4;unidade
2008;830664;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110053;No Distrito Federal;0700;Servidor beneficiado;4;unidade
2008;891567;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;009H0000;Concessão de Bolsas em Atendimento ao Plano Nacional de Pós-Doutorado;009H0001;Nacional;0051;Bolsa concedida;1;unidade
2008;848855;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;04870000;Concessão e Manutenção de Bolsas de Estudos no País;04870001;Nacional;0051;Bolsa concedida;1;unidade
2008;848857;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;09350000;Concessão e Manutenção de Bolsas de Estudos no Exterior;09350001;Nacional;0051;Bolsa concedida;1;unidade
2008;848795;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;09GK0000;Concessão de Bolsas de Qualificação de Pessoal de Alto Nível para o Atendimento das Diretrizes da Política Industrial, Tecnológica e de Comércio Exterior;09GK0001;Nacional;0051;Bolsa concedida;1;unidade
2008;881292;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;0B950000;Concessão de Bolsas de Qualificação de Pessoal de Alto Nível para Pesquisa em Temas Estratégicos - Novas Fronteiras da Pós-Graduação;0B950001;Nacional;0051;Bolsa concedida;1;unidade
2008;848800;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40110000;Avaliação e Acompanhamento de Programas de Pós-Graduação e de Fomento;40110001;Nacional;0941;Avaliação realizada;2;unidade
2008;830663;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100053;No Distrito Federal;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;848798;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;571;Desenvolvimento Científico;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40190000;Fomento à Pós-Graduação;40190001;Nacional;0301;Projeto apoiado;1;unidade
2008;848799;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;12;Educação;573;Difusão do Conhecimento Científico e Tecnológico;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;23170000;Acesso à Informação Científica e Tecnológica;23170001;Nacional;8083;Acesso realizado;179;milhar
2008;830346;10;26000O;Ministério da Educação;26291U;Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050053;No Distrito Federal;0000;-;205;-
2008;848217;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;122;Administração Geral;0750;Apoio Administrativo;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;309305;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;122;Administração Geral;0750;Apoio Administrativo;20000000;Administração da Unidade;20000026;No Estado de Pernambuco;0000;-;205;-
2008;830686;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720026;No Estado de Pernambuco;1671;Servidor capacitado;2;unidade
2008;891568;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;128;Formação de Recursos Humanos;1377;Educação para a Diversidade e Cidadania;62940000;Promoção de Cursos para o Desenvolvimento Local Sustentável;62940026;No Estado de Pernambuco;0943;Curso realizado;2;unidade
2008;830421;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120026;No Estado de Pernambuco;0700;Servidor beneficiado;4;unidade
2008;830418;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110026;No Estado de Pernambuco;0700;Servidor beneficiado;4;unidade
2008;891566;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;364;Ensino Superior;1375;Desenvolvimento do Ensino da Pós-Graduação e da Pesquisa Científica;40060000;Funcionamento de Cursos de Pós-Graduação;40060026;No Estado de Pernambuco;0014;Aluno matriculado;1;unidade
2008;830415;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;365;Educação Infantil;0750;Apoio Administrativo;20100000;Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados;20100026;No Estado de Pernambuco;1834;Criança de 0 a 6 anos atendida;2;unidade
2008;320467;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;391;Patrimônio Histórico, Artístico e Arqueológico;0167;Brasil Patrimônio Cultural;40130000;Preservação de Acervos Históricos, Administrativos e Artísticos;40130026;No Estado de Pernambuco;0186;Acervo preservado ;2;unidade
2008;832944;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;392;Difusão Cultural;0168;Livro Aberto;64170000;Difusão do Conhecimento por meio de Livros, Revistas, Vídeo e Multimídia;64170026;No Estado de Pernambuco;2468;Exemplar produzido ;85;unidade
2008;832775;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;392;Difusão Cultural;1142;Engenho das Artes;64330000;Promoção e Intercâmbio de Eventos Educacionais e Culturais;64330026;No Estado de Pernambuco;0130;Evento realizado;2;unidade
2008;832800;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;12;Educação;573;Difusão do Conhecimento Científico e Tecnológico;1067;Gestão da Política de Educação;62970000;Estudos e Pesquisas Socioeducativas;62970026;No Estado de Pernambuco;0706;Pesquisa realizada;2;unidade
2008;830347;10;26000O;Ministério da Educação;26292U;Fundação Joaquim Nabuco;28;Encargos Especiais;846;Outros Encargos Especiais;0901;Operações Especiais: Cumprimento de Sentenças Judiciais                                                       ;00050000;Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios) devida pela União, Autarquias e Fundações Públicas;00050026;No Estado de Pernambuco;0000;-;205;-
2008;848218;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;122;Administração Geral;0750;Apoio Administrativo;09HB0000;Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais;09HB0001;Nacional;0000;-;205;-
2008;830423;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;122;Administração Geral;0750;Apoio Administrativo;20000000;Administração da Unidade;20000053;No Distrito Federal;0000;-;205;-
2008;848240;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;122;Administração Geral;1061;Brasil Escolarizado;22720000;Gestão e Administração do Programa;22720001;Nacional;0000;-;205;-
2008;891582;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;122;Administração Geral;1448;Compromisso Todos pela Educação;22720000;Gestão e Administração do Programa;22720001;Nacional;0000;-;205;-
2008;891757;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;126;Tecnologia da Informação;1448;Compromisso Todos pela Educação;63720000;Infra-Estrutura de Tecnologia da Informação para a Educação Pública;63720001;Nacional;ABGH;Unidade de ensino equipada;1;unidade
2008;891382;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;128;Formação de Recursos Humanos;1061;Brasil Escolarizado;0A300000;Concessão de Bolsa de Incentivo à Formação de Professores para a Educação Básica;0A300001;Nacional;0051;Bolsa concedida;1;unidade
2008;891324;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;128;Formação de Recursos Humanos;1061;Brasil Escolarizado;2C950000;Formação em Serviço de Funcionários da Educação Básica;2C950001;Nacional;0274;Profissional formado ;4;unidade
2008;848235;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;128;Formação de Recursos Humanos;1061;Brasil Escolarizado;43890000;Capacitação para o Exercício do Controle Social;43890001;Nacional;8116;Cidadão capacitado;172;unidade
2008;891323;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;128;Formação de Recursos Humanos;1061;Brasil Escolarizado;82640000;Formação Continuada a Distância nas Ações Educacionais;82640001;Nacional;1198;Pessoa capacitada;4;unidade
2008;891383;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;128;Formação de Recursos Humanos;1061;Brasil Escolarizado;86780000;Formação Inicial e Continuada, a Distância, de Professores e Profissionais da Educação Básica;86780001;Nacional;9222;profissional beneficiado;191;unidade
2008;830687;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;128;Formação de Recursos Humanos;1067;Gestão da Política de Educação;45720000;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;45720053;No Distrito Federal;1671;Servidor capacitado;2;unidade
2008;891754;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;128;Formação de Recursos Humanos;1448;Compromisso Todos pela Educação;63330000;Apoio à Capacitação e Formação Inicial e Continuada de Professores e Profissionais da Educação Básica;63330001;Nacional;9222;profissional beneficiado;191;unidade
2008;891573;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;128;Formação de Recursos Humanos;1448;Compromisso Todos pela Educação;86800000;Apoio ao Fortalecimento Institucional dos Sistemas de Ensino;86800001;Nacional;ABGK;Agente educacional capacitado;1;unidade
2008;830612;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;131;Comunicação Social;1061;Brasil Escolarizado;46410000;Publicidade de Utilidade Pública;46410001;Nacional;0000;-;205;-
2008;830422;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;306;Alimentação e Nutrição;0750;Apoio Administrativo;20120000;Auxílio-Alimentação aos Servidores e Empregados;20120053;No Distrito Federal;0700;Servidor beneficiado;4;unidade
2008;830419;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;331;Proteção e Benefícios ao Trabalhador;0750;Apoio Administrativo;20110000;Auxílio-Transporte aos Servidores e Empregados;20110053;No Distrito Federal;0700;Servidor beneficiado;4;unidade
2008;830622;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;361;Ensino Fundamental;1061;Brasil Escolarizado;40460000;Distribuição de Materiais e Livros Didáticos para o Ensino Fundamental;40460001;Nacional;1105;Exemplar distribuído;72;unidade
2008;891369;10;26000O;Ministério da Educação;26298U;Fundo Nacional de Desenvolvimento da Educação;12;Educação;361;Ensino Fundamental;1061;Brasil Escolarizado;87450000;Apoio ao Transporte Escolar no Ensino Fundamental;87450001;Nacional;ABGG;Sistema de transporte escolar apoiado;1;unidade
